Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcodes,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Age group (product.metafields.shopify.age-group),Animal feed form (product.metafields.shopify.animal-feed-form),Boot style (product.metafields.shopify.boot-style),Boot type (product.metafields.shopify.boot-type),Chicken feed stage (product.metafields.shopify.chicken-feed-stage),Closure type (product.metafields.shopify.closure-type),Clothing features (product.metafields.shopify.clothing-features),Color (product.metafields.shopify.color-pattern),Construction (product.metafields.shopify.construction),Embellishment/Trim material (product.metafields.shopify.embellishment-trim-material),Fabric (product.metafields.shopify.fabric),Footwear material (product.metafields.shopify.footwear-material),Handwear material (product.metafields.shopify.handwear-material),Heel height type (product.metafields.shopify.heel-height-type),Horse category (product.metafields.shopify.horse-category),Ingredient category (product.metafields.shopify.ingredient-category),Livestock food ingredients (product.metafields.shopify.livestock-food-ingredients),Material (product.metafields.shopify.material),Neckline (product.metafields.shopify.neckline),Occasion style (product.metafields.shopify.occasion-style),Outerwear clothing features (product.metafields.shopify.outerwear-clothing-features),Package type (product.metafields.shopify.package-type),Pet food flavor (product.metafields.shopify.pet-food-flavor),Pet food form (product.metafields.shopify.pet-food-form),Shoe features (product.metafields.shopify.shoe-features),Shoe fit (product.metafields.shopify.shoe-fit),Size (product.metafields.shopify.size),Sleeve length type (product.metafields.shopify.sleeve-length-type),Target gender (product.metafields.shopify.target-gender),Toe style (product.metafields.shopify.toe-style),Top length type (product.metafields.shopify.top-length-type),Variant Image,Variant Weight Unit,Variant Tax Code,Status
hilight-conditioning-cubes,HiLight Conditioning Cubes,"<p><span>HiLight Improver Conditioning Mix is a premium, palatable feed designed to promote healthy weight gain, muscle tone, and slow-release energy in horses and ponies. Free from preservatives, fillers, and binders, every ingredient is carefully selected to create a highly digestible conditioning feed suitable for all types of horses.</span></p>",New Forest Country Store,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Feed,Feed,"barn & stable, feed, horse feed, local-delivery-only",true,Title,Default Title,,,,,,,,,0.0,manual,13.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/HilightConditioningCubes.jpg?v=1782391855,1,,false,HiLight Conditioning Cubes | New Forest Country Store,"HiLight Improver Conditioning Mix is a premium, palatable feed designed to promote healthy weight gain, muscle tone. Local delivery across the New Forest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
omega-equine-linseed-meal-20kg,Omega Equine - Linseed Meal 20kg,"<p>Linseed meal is a fantastic addition to your horse’s feed bucket. It’s a unique supplement which is<span> </span><strong>high in healthy fats</strong><span> </span>and<span> </span><strong>fatty acids</strong>, yet also a great source of<span> </span><strong>high-soluble fibre</strong>. It is particularly popular with showing yards who are looking to achieve<span> </span><strong>exception show-ring ready coats</strong><span> </span>and a<span> </span><strong>strong topline</strong>.</p>
<p>Nutritious linseed meal is popular because:</p>
<ul>
<li>It is rich in fatty acid omega 3, which significantly supports<span> </span><strong>coat and skin health</strong>. The result is a<span> </span><strong>glistening coat</strong><span> </span>with very little effort. It also helps develop an<span> </span><strong>increased topline</strong>
</li>
<li>High in calories yet low in starch and sugar, it makes for a brilliant<span> </span><strong>conditioning supplement</strong><span> </span>which is suitable for all horse types, even older animals or those prone to laminitis. Low starch levels also offer a<span> </span><strong>'safer' energy source</strong><span> </span>in comparison to other cereal feeds</li>
<li>Alongside high levels of omega 6, linseed meal also contains zinc, vitamin B1, manganese, magnesium, phosphorus and copper. These nutrients have shown to<span> </span><strong>aid both the immune system and improve joint health</strong>
</li>
<li>With a typical<span> </span><strong>protein level of 33 to 35%</strong>, it provides a noteworthy amount of protein to your horse’s feed bucket.</li>
</ul>",omega,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Feed > Horse Feed Supplements,Feed,"barn & stable, feed, horse feed, local-delivery-only",true,Title,Default Title,,,,,,,,,0.0,manual,31.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/OmegaEquine-LinseedMeal20kg.jpg?v=1782392171,1,,false,Omega Equine - Linseed Meal 20kg | New Forest Country Store,Linseed meal is a fantastic addition to your horse's feed bucket. Local delivery across the New Forest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
saracens-competition-fit-cubes,Saracens Competition Fit Cubes,"<p><span>Designed for competition horses, these oat-free cubes provide high energy with digestive support from live yeast, plus excellent palatability with long-lasting red apple flavour.</span></p>",Saracen,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Feed,Feed,"barn & stable, feed, horse feed, local-delivery-only",true,Title,Default Title,,,,,,,,,0.0,manual,17.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/SaracensCompetitionFitCubes.jpg?v=1782392325,1,,false,Saracens Competition Fit Cubes | New Forest Country Store,"Designed for competition horses, these oat-free cubes provide high energy with digestive support from live yeast. Local delivery across the New Forest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
saracens-re-leve-cubes,Saracens Re-Leve Cubes,"<p><span>Re-Leve® Cubes support muscle recovery, digestive comfort and controlled performance using a cereal-free, high-fibre formulation.</span></p>",Saracen,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Feed > Horse Feed Supplements,Feed,"barn & stable, feed, horse feed, local-delivery-only",true,Title,Default Title,,,,,,,,,0.0,manual,18.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/SaracensRe-LeveCubes.jpg?v=1782392533,1,,false,Saracens Re-Leve Cubes | New Forest Country Store,"Re-Leve® Cubes support muscle recovery, digestive comfort and controlled performance using a cereal-free. Local delivery across the New Forest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
saracens-super-fibre-cubes,Saracens Super Fibre Cubes,"<p><span>Super Fibre Cubes offer a versatile feeding solution providing slow-release energy, digestive support and nutritional balance without cereals.</span></p>",Saracen,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Feed > Horse Feed Supplements,Feed,"barn & stable, feed, horse feed, local-delivery-only",true,Title,Default Title,,,,,,,,,0.0,manual,15.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/SaracensSuperFibreCubes.jpg?v=1782392723,1,,false,Saracens Super Fibre Cubes | New Forest Country Store,Super fibre Cubes offer a versatile feeding solution providing slow-release energy. Local delivery across the New Forest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
spillers-super-senior-mash,Spillers Super Senior Mash,"<p><span>The ultimate senior mash for condition &amp; gut health.</span><br><br><span>• Fast soaking, fibre blend, ideal for all senior horses &amp; ponies, especially those with poor teeth.</span><br><span>• High in digestible fibre &amp; includes live yeast, FOS &amp; MOS to help maintain digestive health &amp; condition.</span><br><span>• Whole cereal &amp; molasses free, low sugar &amp; starch recipe suitable for those prone to laminitis.</span><br><span>• Contains quality protein to help maintain muscle tone &amp; topline.</span><br><span>• Benefits from an appetising apple aroma released during soaking, to aid palatability.</span><br><span>• With a full range of vitamins &amp; minerals including vitamins E &amp; C to support immune health.</span><br><span>• Can be used in addition to other feeds, on its own or as a total hay replacer.</span></p>",Spillers,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Feed,Feed,"barn & stable, feed, local-delivery-only",true,Title,Default Title,,,,,,,,,0.0,manual,18.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/SpillersSuperSeniorMash.jpg?v=1782392972,1,,false,Spillers Super Senior Mash | New Forest Country Store,"The ultimate senior mash for condition & gut health. Fast soaking, fibre blend, ideal for all senior horses & ponies. Local delivery across the New Forest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
mollichaff-light-no-mollases,Mollichaff Light Molasses Free,"<p><span>Mollichaff Light Molasses Free is low in sugar, starch, and calories, providing essential fibre for all horses and ponies. It is ideal for those requiring a diet that is low in sugar and starch or those prone to laminitis. It can also be fed to overweight horses and ponies, and those needing a calorie-controlled diet.</span><br><br><span>It is made from a unique blend of dried grass, straw, soya oil and flavouring, with added fibre pellets to stimulate interest and chewing. It is free from molasses, alfalfa, cereals, and preservatives. Essential fatty acids provided by the soya oil help maintain healthy skin and promote a glossy coat, ensuring your horse or pony looks its best.</span></p>",mollichaff,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Feed,Feed,"barn & stable, feed, horse feed, local-delivery-only",true,Title,Default Title,,,,,,,,,0.0,manual,9.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/MollichafflightNoMollases.jpg?v=1782393115,1,,false,Mollichaff Light Molasses Free | New Forest Country Store,"Mollichaff Light Molasses Free is low in sugar, starch, and calories, providing essential fibre for all horses and ponies. Local delivery across the New Forest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
strawmax-pellets,Strawmax Pellets,"<p>Strawmax pellets are a ultra-absorbent bedding option perfect for those wanting a more traditional straw or wood pellet for their stable. </p>
<p>These pellets are dust extracted and manufactured to a low moisture content to help prevent horses hooves from dying out.</p>
<p>Designed to be a eco-friendly and a hygienic alternative to loose straw.</p>",bedmax,Animals & Pet Supplies > Pet Supplies > Small Animal Supplies > Small Animal Bedding,Bedding,"barn & stable, bedding, local-delivery-only",true,Title,Default Title,,,,,,,,,15000.0,manual,7.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/StrawMax.jpg?v=1781104612,1,,false,Strawmax Pellets | New Forest Country Store,"Ultra-absorbent straw pellets for a dust-extracted, traditional-feel stable bed that is easy to muck out. Local delivery across the New Forest.",,,,,,,,,,,,,,,,,,,,yellow,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
hilight-veteran-mix,HiLight Veteran Mix,"<p><span>HiLight Veteran Mix is a high-quality, palatable, and digestible feed specially formulated for older horses and ponies. Designed to provide balanced nutrition without overstimulating, this non-heating mix is ideal for horses at rest or in light work. It supports overall health, helps maintain condition, and promotes digestive comfort for senior equines.</span></p>",hilight,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Feed,Feed,"barn & stable, feed, horse feed, local-delivery-only",true,Title,Default Title,,,,,,,,,20000.0,manual,12.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/Highlight_Veteran_Mix.jpg?v=1781106780,1,,false,HiLight Veteran Mix | New Forest Country Store,"HiLight Veteran Mix is a high-quality, palatable, and digestible feed specially formulated for older horses and ponies. Local delivery across the New Forest.",,,,,,,,,,,,,,solid; cubes,,,,,,silver,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
hilight-hi-fibre-horse-and-pony-cubes,HiLight Hi fibre Horse and Pony Cubes,"<p><span>This cool, non-heating feed is designed to release energy slowly, helping to maintain a calm temperament while still supporting stamina and condition. Fortified with essential vitamins and minerals, it promotes strong teeth, healthy bones, good eyesight, and a shiny, well-kept coat.</span></p>",hilight,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Feed,Feed,"barn & stable, feed, horse feed, local-delivery-only",true,Title,Default Title,,,,,,,,,20000.0,manual,8.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/Highlight_Horse___Pony_Cubes.jpg?v=1781106462,1,,false,HiLight Hi fibre Horse and Pony Cubes,"This cool, non-heating feed is designed to release energy slowly. Local delivery across the New Forest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
hilight-horse-and-pony-mix,HiLight Horse And Pony Mix,<p><span>HiLight Horse &amp; Pony Mix is a low-energy high fibre coarse mix. It is highly palatable as it is non-heating and is ideal for horses at rest or in light work. </span></p>,hilight,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Feed,Feed,"barn & stable, feed, horse feed, local-delivery-only",true,Title,Default Title,,,,,,,,,20000.0,manual,10.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/Highlight_Horse___Pony_Mix.jpg?v=1781106604,1,,false,HiLight Horse And Pony Mix | New Forest Country Store,HiLight horse & pony Mix is a low-energy high fibre coarse mix. Local delivery across the New Forest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
bedmax-shavings,Bedmax Shavings,"<p>Bedmax Shavings offer a 100% natural horse bedding developed specifically to help keep your horse healthy, happy and comfortable.</p>
<p>Bedmax shavings are large flake pine shavings, purpose made to provide an ideal bedding for horses and ponies. They are made at three dedicated Bedmax production plants in the UK, from fresh timber sourced from renewable UK forestry. Bedmax shavings were developed to offer owners a natural bedding that would help address the issues that threaten the health and welfare of horses in stables.</p>",bedmax,Animals & Pet Supplies > Pet Supplies > Small Animal Supplies > Small Animal Bedding,Bedding,"barn & stable, bedding, local-delivery-only",true,Title,Default Title,,,,,,,,,18000.0,manual,11.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/BedMax.jpg?v=1781104446,1,,false,Bedmax Shavings | New Forest Country Store,"100% natural large flake pine shavings, purpose made to give horses and ponies a healthy, comfortable bed. Local delivery across the New Forest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
littlemax-shavings,Littlemax Shavings,"<p><span>Littlemax shavings offer you a finer, lighter alternative to Bedmax, with all the same benefits to your horses’ health and added advantages in speed and ease of stable management. They are a low dust pine shavings.</span></p>",bedmax,Animals & Pet Supplies > Pet Supplies > Small Animal Supplies > Small Animal Bedding,Bedding,"barn & stable, bedding, local-delivery-only",true,Title,Default Title,,,,,,,,,0.0,manual,10.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/LittleMax.jpg?v=1781104380,1,,false,Littlemax Shavings | New Forest Country Store,"Littlemax shavings offer you a finer, lighter alternative to Bedmax. Local delivery across the New Forest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,active
dodson-horrell-sixteen-plus-mix,Dodson & Horrell Sixteen Plus Mix,"<p>Dodson &amp; Horrell sixteen plus mix is a high-calorie mix that has been designed to support your horse or pony as they enter there later years. <span>Good quality protein provides amino acids to support muscle mass, whilst the plant-based antioxidants and additional vitamin E will help to support their immune function.</span><br><br><span>Sixteen Plus Mix also contains live Actisaf yeat probiotic to support digestive function and added MSM to aid joint health, which will help to keep you equine happy and healthy in their veteran years.</span></p>",D&H,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Feed,Feed,"barn & stable, feed, horse feed, local-delivery-only",true,Title,Default Title,,,,,,,,,20000.0,manual,22.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/D_H_16_Plus.jpg?v=1781104887,1,,false,Dodson & Horrell Sixteen Plus Mix | New Forest Country Store,"A high-calorie mix with quality protein, formulated to support horses and ponies through their later years. Local delivery across the New Forest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
saracen-competition-fit-mix,Saracen Competition-Fit Mix,"<p>An instant energy, cereal-based mix designed to optimise power generation ad recovery with vitamins, minerls, live yeast, and red apple flavour</p>",Saracen,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Feed,Feed,"barn & stable, feed, horse feed, local-delivery-only",true,Title,Default Title,,,,,,,,,20000.0,manual,20.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/Saracen_Competition-Fit_31a56544-2587-4a39-a51d-440bb9f06eb7.jpg?v=1781105673,1,,false,Saracen Competition-Fit Mix | New Forest Country Store,"An instant energy, cereal-based mix designed to optimise power generation ad recovery with vitamins, minerls, live yeast. Local delivery across the New Forest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
saracen-condition-improver-cubes,Saracen Condition Improver Cubes,"<p>A calorie-rich mix without oats designed to support weight gain, topline development, and shine in horses with increased energy needs or limited appetites</p>",Saracen,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Feed,Feed,"barn & stable, feed, local-delivery-only",true,Title,Default Title,,,,,,,,,20000.0,manual,20.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/Saracen_Condition_Improver_Cubes.jpg?v=1781105835,1,,false,Saracen Condition Improver Cubes | New Forest Country Store,"A calorie-rich, oat-free cube supporting weight gain, topline and shine in horses with raised energy needs. Local delivery across the New Forest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
saracen-recovery-mash,Saracen Recovery Mash,"<p>A versatile hydration mash supporting fluid intake, gut health and recovery in horses across all conditions and disciplines. </p>",Saracen,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Feed,Feed,"barn & stable, feed, horse feed, local-delivery-only",true,Title,Default Title,,,,,,,,,20000.0,manual,21.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/Saracen_Re-Covery.jpg?v=1781105419,1,,false,Saracen Recovery Mash | New Forest Country Store,"A versatile hydration mash supporting fluid intake, gut health and recovery across all disciplines. Local delivery across the New Forest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kg,,active
naf-general-purpose-supplement-powder-refill-2kg,NAF General Purpose Supplement Powder Refill 2KG,"<p>The General Purpose Supplement is expertly formulated to provide a broad spectrum vitamin and mineral support for those on a high-fibre diet. </p>
<p>Fibre often lacks the micro-nutrients needed for overall health and vitality, especially in preserved forage such as hay or haylage, and similar shortages are observed in pasture quality meaning Dr Green does not meet all their requirements.<b></b></p>
<p><strong>*scoop not provided in refill bag</strong></p>
<p><strong>Clean Sport: </strong>General Purpose Supplement is audited under the BETA NOPS Scheme as suitable for FEI competition. Check local authorities if racing or competing internationally.</p>
<p>For ingredients and feeding instructions please see NAF website.</p>",NAF,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Feed > Horse Feed Supplements,,local-delivery-only,true,Title,Default Title,,,,,,,,,0.0,manual,18.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/naf-equine-general-purpose-supplement-powder.jpg?v=1781094392,1,,false,NAF General Purpose Supplement Powder Refill 2kg,"Broad-spectrum vitamin and mineral support for horses on a high-fibre diet, in a 2kg refill pack. Local delivery across the New Forest.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,active
naf-molasses-5lt,NAF Molasses 5LT,"<p>Feed Molasses, a premium quality, un-sulphured blend.  With an irresistible taste, Molasses is an excellent appetite stimulant, making it perfect for fussy or shy feeders.</p>
<p>Help encourage healthy eating habits while making mealtime more enjoyable and provide support for digestive health.</p>
<p>As part of NAF’s promise to their customers, NAF only uses ingredients that are responsibly sourced.  This means we are UFAS accredited enabling us to guarantee full traceability on our natural ingredients, while adhering to the requirements of the BETA NOPS code.</p>
<p><meta charset=""utf-8""><b><span lang=""EN-US"">Clean Sport: Molasses</span></b><span lang=""EN-US""> is audited under the BETA NOPS Scheme as suitable for FEI competition. Check local authorities if racing or competing internationally.</span></p>
<p><span lang=""EN-US""><meta charset=""utf-8"">
<span>For ingredients and feeding instructions please see NAF website.</span></span></p>",NAF,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Feed,,local-delivery-only,true,Title,Default Title,,,,,,,,,0.0,manual,12.00,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/naf-equine-molasses-liquid-supplement-5-l.jpg?v=1781094427,1,,false,NAF Molasses 5LT | New Forest Country Store,A premium un-sulphured feed molasses with an irresistible taste - an excellent appetite stimulant for fussy feeders. Local delivery across the New Forest.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,active
naf-linseed-oil-5lt,NAF Linseed Oil 5LT,"<p>Crafted from pure, cold-pressed linseed oil, our Linseed Oil is free from the potentially harmful solvent extraction processes.</p>
<p>Providing slow-release energy as it is high in calories, and a useful energy source for those requiring energy in a low-starch diet.  It is essential to gradually introduce and slowly increase the amount of oil fed over time, allowing your horses metabolism to adjust effectively.</p>
<p>While we recommend between 15-45ml per day for general health and coat shine, to use this in a high oil diet, no more than 100ml/100kg should be advised.</p>
<p>Vitamin E should be used to help balance the high oil diet.</p>
<p class=""MsoNormal""><b><span lang=""EN-US"">Clean Sport: Linseed Oil</span></b><span lang=""EN-US""> is audited under the BETA NOPS Scheme as suitable for FEI competition. Check local authorities if racing or competing internationally.</span></p>
<p class=""MsoNormal""><span lang=""EN-US""><meta charset=""utf-8"">
<span>For ingredients and feeding instructions please see NAF website.</span></span></p>",NAF,Sporting Goods > Outdoor Recreation > Equestrian > Horse Care > Horse Feed > Horse Feed Supplements,,,true,Title,Default Title,,,,,,,,,0.0,manual,31.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/naf-equine-linseed-oil-liquid-supplement-5-l.jpg?v=1781094453,1,,false,NAF Linseed Oil 5LT | New Forest Country Store,"Crafted from pure, cold-pressed linseed oil, our Linseed Oil is free from the potentially harmful solvent extraction processes. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,active
naf-soya-oil-5lt,NAF Value Soya Oil 5LT,"<p><meta charset=""utf-8""><span>NAF Value Soya Oil is Pure soya oil. Oils have been, for many years, a staple in the equine world for decades. It's rich in omega-6 fatty acids these will help to promote their skin condition as well as giving the horse a high-gloss coat. </span></p>
<p><span>Together with the omega-6 acids the Soya Oil provides aid in the digestion and absorbance of fat-soluble vitamins (A, E, D and K)</span></p>
<p><span>It's perfect with helping your thinner horses to maintain a healthier body weight and condition.</span></p>
<p><span>This blend will help to keep your horse concentrated and provide 'stamina-focused' energy without making your horse 'fizzy'.</span></p>
<p><span><meta charset=""utf-8"">
<strong>NAF Value supplements <span class=""Yjhzub"">are not UFAS NOPS certified<!--TgQPHd||[]--></span>.</strong></span></p>
<p>The NAF Value range is perfect for those on a budget due to them being simple single ingredient products!</p>",NAF,Uncategorized,,,true,Title,Default Title,,,,,,,,,0.0,manual,25.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/naf-equine-soya-oil-5l.jpg?v=1781094477,1,,false,NAF Value Soya Oil 5LT | New Forest Country Store,"NAF Value Soya Oil is Pure soya oil Oils have been, for many years, a staple in the equine world for decades. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,active
naf-apple-cider-vinegar-5lt,NAF Apple Cider Vinegar 5LT,"<p>Our Apple Cider Vinegar is unpasteurised, meaning it retains all the natural goodness. This means it contains ‘the Mother’, which includes the nutrients that may otherwise be stripped away by the pasteurisation process. A traditional appetite stimulant that your horse will love.</p>
<p>Feeding ACV can also help if your having feeding issues as it can improve the horses appetite and aid in balancing the digestive tract's pH.</p>
<p>As part of NAF’s promise to their customers, NAF only uses ingredients that are responsibly sourced.  </p>
<p>Can be used externally as well! Just dilute it 50:50 with some water to treat skin conditions, repel flies, or clean the hoof sole.</p>
<p>Researchers have also suggested that by adding a cub of ACV to the horses feed may reduce the formation of mineral stones in the gut.</p>
<p><strong>Mildly acidic: not recommended for horses prone to gastric ulcers.</strong></p>",NAF,Uncategorized,,,true,Title,Default Title,,,,,,,,,0.0,manual,15.50,,true,true,,,,,,https://cdn.shopify.com/s/files/1/0978/5638/9495/files/naf-equine-apple-cider-vinegar.jpg?v=1781094505,1,,false,NAF Apple Cider Vinegar 5LT | New Forest Country Store,"Our Apple Cider Vinegar is unpasteurised, meaning it retains all the natural goodness. UK delivery available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,active
